,from,to,database,source
4434,Psen1,Cdh1,omnipath,omnipath
4435,Psen1,Ncstn,omnipath,omnipath
4436,Psen1,Notch1,omnipath,omnipath
4437,Psen1,Notch2,omnipath,omnipath
4438,Psen1,Notch3,omnipath,omnipath
4439,Psen1,Notch4,omnipath,omnipath
4440,Psen1,Psen1,omnipath,omnipath
4441,Psg16,Lilra6,omnipath,omnipath
4442,Psg17,Lilra6,omnipath,omnipath
4443,Psg18,Lilra6,omnipath,omnipath
4444,Psg19,Lilra6,omnipath,omnipath
4445,Psg20,Lilra6,omnipath,omnipath
4446,Psg21,Lilra6,omnipath,omnipath
4447,Psg22,Lilra6,omnipath,omnipath
4448,Psg23,Lilra6,omnipath,omnipath
4449,Psg25,Lilra6,omnipath,omnipath
4450,Psg26,Lilra6,omnipath,omnipath
4451,Psg27,Lilra6,omnipath,omnipath
4452,Psg28,Lilra6,omnipath,omnipath
4453,Psg29,Lilra6,omnipath,omnipath
4454,Pspn,Gfra1,omnipath,omnipath
4455,Pspn,Gfra2,omnipath,omnipath
4456,Pspn,Gfra3,omnipath,omnipath
4457,Pspn,Gfra4,omnipath,omnipath
4458,Pspn,Ret,omnipath,omnipath
4459,Pspn,Sdc3,omnipath,omnipath
4460,Ptdss1,Jmjd6,nichenet_verschueren,nichenet_verschueren
4461,Ptdss1,Scarb1,omnipath,omnipath
4462,Ptgfrn,Sgcg,omnipath,omnipath
4463,Ptgfrn,Tmem59l,omnipath,omnipath
4464,Ptgs2,Ptgdr2,nichenet_verschueren,nichenet_verschueren
4465,Pth,Adcyap1r1,omnipath,omnipath
4466,Pth,Adrb2,omnipath,omnipath
4467,Pth,Adrb3,omnipath,omnipath
4468,Pth,Gpr20,omnipath,omnipath
4469,Pth,Gpr84,omnipath,omnipath
4470,Pth,Lrp6,omnipath,omnipath
4471,Pth,Pth1r,omnipath,omnipath
4472,Pth,Pth2r,omnipath,omnipath
4473,Pth,Ramp2,omnipath,omnipath
4474,Pth,Ramp3,omnipath,omnipath
4475,Pth,Tshr,omnipath,omnipath
4476,Pth,Vipr1,omnipath,omnipath
4477,Pth2,Adcyap1r1,omnipath,omnipath
4478,Pth2,Adrb2,omnipath,omnipath
4479,Pth2,Adrb3,omnipath,omnipath
4480,Pth2,Gpr20,omnipath,omnipath
4481,Pth2,Gpr84,omnipath,omnipath
4482,Pth2,Pth1r,omnipath,omnipath
4483,Pth2,Pth2r,omnipath,omnipath
4484,Pth2,Ramp2,omnipath,omnipath
4485,Pth2,Ramp3,omnipath,omnipath
4486,Pth2,Tshr,omnipath,omnipath
4487,Pth2,Vipr1,omnipath,omnipath
4488,Pthlh,Adcyap1r1,omnipath,omnipath
4489,Pthlh,Adrb2,omnipath,omnipath
4490,Pthlh,Adrb3,omnipath,omnipath
4491,Pthlh,Gpr20,omnipath,omnipath
4492,Pthlh,Gpr84,omnipath,omnipath
4493,Pthlh,Prlhr,nichenet_verschueren,nichenet_verschueren
4494,Pthlh,Pth1r,omnipath,omnipath
4495,Pthlh,Pth2r,omnipath,omnipath
4496,Pthlh,Ramp2,omnipath,omnipath
4497,Pthlh,Ramp3,omnipath,omnipath
4498,Pthlh,Tshr,omnipath,omnipath
4499,Pthlh,Vipr1,omnipath,omnipath
4500,Ptn,Alk,omnipath,omnipath
4501,Ptn,Cdh10,omnipath,omnipath
4502,Ptn,Itgav,omnipath,omnipath
4503,Ptn,Itgb3,omnipath,omnipath
4504,Ptn,Plxnb2,omnipath,omnipath
4505,Ptn,Ptprb,omnipath,omnipath
4506,Ptn,Ptprs,omnipath,omnipath
4507,Ptn,Ptprz1,omnipath,omnipath
4508,Ptn,Sdc1,omnipath,omnipath
4509,Ptn,Sdc2,omnipath,omnipath
4510,Ptn,Sdc3,omnipath,omnipath
4511,Ptn,Sdc4,omnipath,omnipath
4512,Ptprc,Cd22,omnipath,omnipath
4513,Ptprc,Cd247,omnipath,omnipath
4514,Ptprc,Cd4,omnipath,omnipath
4515,Ptprc,Dpp4,omnipath,omnipath
4516,Ptprc,Mrc1,omnipath,omnipath
4517,Ptprk,Egfr,omnipath,omnipath
4518,Ptprm,Cdh1,omnipath,omnipath
4519,Ptprm,Ptprm,nichenet_verschueren,nichenet_verschueren
4520,Ptprm,Siglecg,omnipath,omnipath
4521,Ptprz1,Alk,omnipath,omnipath
4522,Ptprz1,Cntn1,omnipath,omnipath
4523,Ptprz1,Ncam1,omnipath,omnipath
4524,Ptprz1,Ntrk1,omnipath,omnipath
4525,Pvr,Cd226,omnipath,omnipath
4526,Pvr,Cd96,omnipath,omnipath
4527,Pvr,Nectin3,omnipath,omnipath
4528,Pvr,Nectin4,omnipath,omnipath
4529,Pvr,Pvrig,omnipath,omnipath
4530,Pvr,Tigit,omnipath,omnipath
4531,Pyy,Dpp4,omnipath,omnipath
4532,Pyy,Fap,omnipath,omnipath
4533,Pyy,Npy1r,omnipath,omnipath
4534,Pyy,Npy2r,omnipath,omnipath
4535,Pyy,Npy4r,omnipath,omnipath
4536,Pyy,Npy4r,nichenet_verschueren,nichenet_verschueren
4537,Pyy,Npy5r,omnipath,omnipath
4538,Qrfp,P2ry14,omnipath,omnipath
4539,Qrfp,Qrfpr,omnipath,omnipath
4540,Qrfp,Qrfprl,omnipath,omnipath
4541,Raet1d,Hcst,omnipath,omnipath
4542,Raet1d,Klrk1,omnipath,omnipath
4543,Raet1e,Hcst,omnipath,omnipath
4544,Raet1e,Klrk1,omnipath,omnipath
4545,Rarres1,Nrp2,omnipath,omnipath
4546,Rarres2,Ccrl2,omnipath,omnipath
4547,Rarres2,Cmklr1,omnipath,omnipath
4548,Rarres2,Gpr1,nichenet_verschueren,nichenet_verschueren
4549,Rarres2,Gpr1,omnipath,omnipath
4550,Rbp3,Notch1,omnipath,omnipath
4551,Rbp4,Stra6,omnipath,omnipath
4552,Reck,Mmp9,omnipath,omnipath
4553,Reck,Tigit,omnipath,omnipath
4554,Reln,Itga3,omnipath,omnipath
4555,Reln,Itgb1,omnipath,omnipath
4556,Reln,Lrp8,omnipath,omnipath
4557,Reln,Vldlr,omnipath,omnipath
4558,Ren1,Atp6ap2,omnipath,omnipath
4559,Ret,Gfra1,omnipath,omnipath
4560,Ret,Gfra2,omnipath,omnipath
4561,Ret,Gfra3,omnipath,omnipath
4562,Ret,Gfra4,omnipath,omnipath
4563,Retn,Gpr25,omnipath,omnipath
4564,Retn,Tlr4,omnipath,omnipath
4565,Rgma,Bmpr1b,omnipath,omnipath
4566,Rgma,Bmpr2,omnipath,omnipath
4567,Rgma,Hjv,omnipath,omnipath
4568,Rgma,Neo1,omnipath,omnipath
4569,Rgma,Tfr2,omnipath,omnipath
4570,Rln1,Rxfp1,omnipath,omnipath
4571,Rln1,Rxfp2,omnipath,omnipath
4572,Rln1,Rxfp3,omnipath,omnipath
4573,Rln3,Rxfp1,omnipath,omnipath
4574,Rln3,Rxfp2,omnipath,omnipath
4575,Rln3,Rxfp3,omnipath,omnipath
4576,Rln3,Rxfp4,omnipath,omnipath
4577,Robo1,Ncam1,omnipath,omnipath
4578,Rps19,C5ar1,nichenet_verschueren,nichenet_verschueren
4579,Rspo1,Fzd8,omnipath,omnipath
4580,Rspo1,Lgr4,omnipath,omnipath
4581,Rspo1,Lgr5,omnipath,omnipath
4582,Rspo1,Lgr6,omnipath,omnipath
4583,Rspo1,Lrp6,omnipath,omnipath
4584,Rspo1,Rnf43,omnipath,omnipath
4585,Rspo2,Fzd4,omnipath,omnipath
4586,Rspo2,Lgr4,omnipath,omnipath
4587,Rspo2,Lgr5,omnipath,omnipath
4588,Rspo2,Lgr6,omnipath,omnipath
4589,Rspo2,Rnf43,omnipath,omnipath
4590,Rspo2,Sdc4,omnipath,omnipath
4591,Rspo3,Fzd8,omnipath,omnipath
4592,Rspo3,Lgr4,omnipath,omnipath
4593,Rspo3,Lgr5,omnipath,omnipath
4594,Rspo3,Lgr6,omnipath,omnipath
4595,Rspo3,Lrp6,omnipath,omnipath
4596,Rspo3,Rnf43,omnipath,omnipath
4597,Rspo3,Sdc4,omnipath,omnipath
4598,Rspo4,Lgr4,omnipath,omnipath
4599,Rspo4,Lgr5,omnipath,omnipath
4600,Rspo4,Lgr6,omnipath,omnipath
4601,Rspo4,Lrp5,omnipath,omnipath
4602,Rspo4,Lrp6,omnipath,omnipath
4603,Rspo4,Rnf43,omnipath,omnipath
4604,Rtn4,Cntn1,omnipath,omnipath
4605,Rtn4,Cntnap1,omnipath,omnipath
4606,Rtn4,Gjb2,omnipath,omnipath
4607,Rtn4,Lingo1,omnipath,omnipath
4608,Rtn4,Ngfr,omnipath,omnipath
4609,Rtn4,Rtn4r,omnipath,omnipath
4610,Rtn4,S1pr2,omnipath,omnipath
4611,Rtn4,Tnfrsf19,omnipath,omnipath
4612,S100a10,Cftr,omnipath,omnipath
4613,S100a10,Htr1b,omnipath,omnipath
4614,S100a10,Trpv5,omnipath,omnipath
4615,S100a10,Trpv6,omnipath,omnipath
4616,S100a4,Ccr5,omnipath,omnipath
4617,S100a4,Egfr,omnipath,omnipath
4618,S100a4,Erbb2,omnipath,omnipath
4619,S100a4,Erbb3,omnipath,omnipath
4620,S100a8,Ager,omnipath,omnipath
4621,S100a8,Cd36,omnipath,omnipath
4622,S100a8,Cd68,omnipath,omnipath
4623,S100a8,Cd69,omnipath,omnipath
4624,S100a8,Itgb2,omnipath,omnipath
4625,S100a8,Itgb2l,omnipath,omnipath
4626,S100a8,Tlr4,omnipath,omnipath
4627,S100a9,Ager,omnipath,omnipath
4628,S100a9,Alcam,omnipath,omnipath
4629,S100a9,Cd36,omnipath,omnipath
4630,S100a9,Cd68,omnipath,omnipath
4631,S100a9,Itgb2,omnipath,omnipath
4632,S100a9,Itgb2l,omnipath,omnipath
4633,S100a9,Tlr4,omnipath,omnipath
4634,S100b,Ager,omnipath,omnipath
4635,S100b,Alcam,omnipath,omnipath
4636,Saa1,Adra2a,omnipath,omnipath
4637,Saa1,Cd36,omnipath,omnipath
4638,Saa1,Fpr1,omnipath,omnipath
4639,Saa1,Fpr2,omnipath,omnipath
4640,Saa1,Fpr3,omnipath,omnipath
4641,Saa1,Grm7,omnipath,omnipath
4642,Saa1,Mtnr1a,omnipath,omnipath
4643,Saa1,Scarb1,omnipath,omnipath
4644,Saa1,Tlr2,omnipath,omnipath
4645,Saa2,Adra2a,omnipath,omnipath
4646,Saa2,Cd36,omnipath,omnipath
4647,Saa2,Fpr1,omnipath,omnipath
4648,Saa2,Fpr2,omnipath,omnipath
4649,Saa2,Fpr3,omnipath,omnipath
4650,Saa2,Grm7,omnipath,omnipath
4651,Saa2,Mtnr1a,omnipath,omnipath
4652,Saa2,Scarb1,omnipath,omnipath
4653,Saa2,Tlr2,omnipath,omnipath
4654,Saraf,Dag1,nichenet_verschueren,nichenet_verschueren
4655,Sbpl,Cxcr4,omnipath,omnipath
4656,Sbpl,Tlr2,omnipath,omnipath
4657,Sbpl,Tlr4,omnipath,omnipath
4658,Sbpl,Tlr5,omnipath,omnipath
4659,Sbpl,Tlr6,omnipath,omnipath
4660,Scgb1a1,Lmbr1l,omnipath,omnipath
4661,Scgb1a1,Lrp2,omnipath,omnipath
4662,Scgb3a1,Marco,omnipath,omnipath
4663,Scgb3a1,Notch3,omnipath,omnipath
4664,Scgb3a2,Marco,omnipath,omnipath
4665,Sct,Adcyap1r1,omnipath,omnipath
4666,Sct,Adrb2,omnipath,omnipath
4667,Sct,Adrb3,omnipath,omnipath
4668,Sct,Gpr20,omnipath,omnipath
4669,Sct,Gpr84,omnipath,omnipath
4670,Sct,Pth1r,omnipath,omnipath
4671,Sct,Ramp2,omnipath,omnipath
4672,Sct,Ramp3,omnipath,omnipath
4673,Sct,Sctr,omnipath,omnipath
4674,Sct,Tshr,omnipath,omnipath
4675,Sct,Vipr1,omnipath,omnipath
4676,Sct,Vipr2,omnipath,omnipath
4677,Scube2,Kdr,omnipath,omnipath
4678,Sdc2,Ezr,omnipath,omnipath
4679,Sdc2,Ptprj,omnipath,omnipath
4680,Sdc4,Adam12,omnipath,omnipath
4681,Sdk2,Cadm4,nichenet_verschueren,nichenet_verschueren
4682,Sdk2,Clec4a2,omnipath,omnipath
4683,Sdk2,Clec4a1,omnipath,omnipath
4684,Sectm1a,Cd7,omnipath,omnipath
4685,Sectm1b,Cd7,omnipath,omnipath
4686,Sele,Cd44,omnipath,omnipath
4687,Sele,Ceacam1,omnipath,omnipath
4688,Sele,Ceacam2,omnipath,omnipath
4689,Sele,Glg1,omnipath,omnipath
4690,Sele,Selplg,omnipath,omnipath
4691,Sell,Madcam1,nichenet_verschueren,nichenet_verschueren
4692,Sell,Podxl,omnipath,omnipath
4693,Sell,Selplg,omnipath,omnipath
4694,Sell,Unc5d,omnipath,omnipath
4695,Selp,Selplg,nichenet_verschueren,nichenet_verschueren
4696,Selplg,Sele,omnipath,omnipath
4697,Selplg,Sell,omnipath,omnipath
4698,Selplg,Selp,omnipath,omnipath
4699,Sema3a,Nrp1,omnipath,omnipath
4700,Sema3a,Nrp2,omnipath,omnipath
4701,Sema3a,Plxna1,omnipath,omnipath
4702,Sema3a,Plxna2,omnipath,omnipath
4703,Sema3a,Plxna3,omnipath,omnipath
4704,Sema3a,Plxna4,omnipath,omnipath
4705,Sema3b,Nrp1,omnipath,omnipath
4706,Sema3b,Nrp2,omnipath,omnipath
4707,Sema3b,Plxna1,omnipath,omnipath
4708,Sema3b,Plxna2,omnipath,omnipath
4709,Sema3b,Plxna3,omnipath,omnipath
4710,Sema3b,Plxna4,omnipath,omnipath
4711,Sema3c,Nrp1,omnipath,omnipath
4712,Sema3c,Nrp2,omnipath,omnipath
4713,Sema3c,Plxna1,omnipath,omnipath
4714,Sema3c,Plxna2,omnipath,omnipath
4715,Sema3c,Plxna3,omnipath,omnipath
4716,Sema3c,Plxna4,omnipath,omnipath
4717,Sema3c,Plxnd1,omnipath,omnipath
4718,Sema3d,Nrp1,omnipath,omnipath
4719,Sema3d,Nrp2,omnipath,omnipath
4720,Sema3d,Plxna1,omnipath,omnipath
4721,Sema3d,Plxna2,omnipath,omnipath
4722,Sema3d,Plxna3,omnipath,omnipath
4723,Sema3d,Plxna4,omnipath,omnipath
4724,Sema3d,Plxnd1,omnipath,omnipath
4725,Sema3e,Nrp1,omnipath,omnipath
4726,Sema3e,Nrp2,omnipath,omnipath
4727,Sema3e,Plxnd1,omnipath,omnipath
4728,Sema3f,Nrp1,omnipath,omnipath
4729,Sema3f,Nrp2,omnipath,omnipath
4730,Sema3f,Plxna1,omnipath,omnipath
4731,Sema3f,Plxna2,omnipath,omnipath
4732,Sema3f,Plxna3,omnipath,omnipath
4733,Sema3f,Plxna4,omnipath,omnipath
4734,Sema3g,Fcgr3,omnipath,omnipath
4735,Sema3g,Fcgr2b,omnipath,omnipath
4736,Sema3g,Gp6,omnipath,omnipath
4737,Sema3g,Nrp2,omnipath,omnipath
4738,Sema3g,Plxna1,omnipath,omnipath
4739,Sema3g,Plxna2,omnipath,omnipath
4740,Sema3g,Plxna3,omnipath,omnipath
4741,Sema3g,Plxna4,omnipath,omnipath
4742,Sema4a,Nrp1,omnipath,omnipath
4743,Sema4a,Plxna1,omnipath,omnipath
4744,Sema4a,Plxna2,omnipath,omnipath
4745,Sema4a,Plxna3,omnipath,omnipath
4746,Sema4a,Plxna4,omnipath,omnipath
4747,Sema4a,Plxnb1,omnipath,omnipath
4748,Sema4a,Plxnb2,omnipath,omnipath
4749,Sema4a,Plxnb3,omnipath,omnipath
4750,Sema4a,Plxnd1,omnipath,omnipath
4751,Sema4b,Dcbld2,omnipath,omnipath
4752,Sema4b,Plxnb1,nichenet_verschueren,nichenet_verschueren
4753,Sema4b,Plxnb2,omnipath,omnipath
4754,Sema4c,Plxnb1,omnipath,omnipath
4755,Sema4c,Plxnb2,omnipath,omnipath
4756,Sema4d,Cd72,omnipath,omnipath
4757,Sema4d,Erbb2,omnipath,omnipath
4758,Sema4d,Met,omnipath,omnipath
4759,Sema4d,Plxnb1,omnipath,omnipath
4760,Sema4d,Plxnb2,omnipath,omnipath
4761,Sema4d,Plxnb3,omnipath,omnipath
4762,Sema4f,Nrp2,omnipath,omnipath
4763,Sema4f,Vsir,omnipath,omnipath
4764,Sema4g,Plxnb1,nichenet_verschueren,nichenet_verschueren
4765,Sema4g,Plxnb2,omnipath,omnipath
4766,Sema4g,Plxnb3,nichenet_verschueren,nichenet_verschueren
4767,Sema5a,Met,omnipath,omnipath
4768,Sema5a,Plxna1,omnipath,omnipath
4769,Sema5a,Plxna2,omnipath,omnipath
4770,Sema5a,Plxna3,omnipath,omnipath
4771,Sema5a,Plxnb3,omnipath,omnipath
4772,Sema5b,Plxna1,omnipath,omnipath
4773,Sema5b,Plxna3,omnipath,omnipath
4774,Sema6a,Plxna2,omnipath,omnipath
4775,Sema6a,Plxna4,omnipath,omnipath
4776,Sema6b,Plxna2,omnipath,omnipath
4777,Sema6b,Plxna4,omnipath,omnipath
4778,Sema6c,Plxna1,omnipath,omnipath
4779,Sema6d,Kdr,omnipath,omnipath
4780,Sema6d,Plxna1,omnipath,omnipath
4781,Sema6d,Plxna4,omnipath,omnipath
4782,Sema6d,Plxnc1,omnipath,omnipath
4783,Sema6d,Trem2,omnipath,omnipath
4784,Sema6d,Tyrobp,omnipath,omnipath
4785,Sema7a,Itga1,omnipath,omnipath
4786,Sema7a,Itgb1,omnipath,omnipath
4787,Sema7a,Plxnc1,omnipath,omnipath
4788,Sema7a,Unc5d,omnipath,omnipath
4789,Serpina1a,F12,omnipath,omnipath
4790,Serpina1a,Lrp1,omnipath,omnipath
4791,Serpina1b,F12,omnipath,omnipath
4792,Serpina1b,Lrp1,omnipath,omnipath
4793,Serpina1c,F12,omnipath,omnipath
4794,Serpina1c,Lrp1,omnipath,omnipath
4795,Serpina1d,F12,omnipath,omnipath
4796,Serpina1d,Lrp1,omnipath,omnipath
4797,Serpina1e,F12,omnipath,omnipath
4798,Serpina1e,Lrp1,omnipath,omnipath
4799,Serpina5,Klk1b22,omnipath,omnipath
4800,Serpina5,Klk1b9,omnipath,omnipath
4801,Serpina5,Klk1,omnipath,omnipath
4802,Serpina5,Klk1b11,omnipath,omnipath
4803,Serpina5,Klk1b16,omnipath,omnipath
4804,Serpina5,Klk1b21,omnipath,omnipath
4805,Serpina5,Klk1b24,omnipath,omnipath
4806,Serpina5,Klk1b26,omnipath,omnipath
4807,Serpina5,Klk1b27,omnipath,omnipath
4808,Serpina5,Klk1b5,omnipath,omnipath
4809,Serpina5,Klk1b1,omnipath,omnipath
4810,Serpina5,Klk1b8,omnipath,omnipath
4811,Serpina5,Klk1b4,omnipath,omnipath
4812,Serpina5,Klk1b3,omnipath,omnipath
4813,Serpina5,Proc,omnipath,omnipath
4814,Serpina5,Thbd,omnipath,omnipath
4815,Serpinc1,F10,omnipath,omnipath
4816,Serpinc1,F11,omnipath,omnipath
4817,Serpinc1,F12,omnipath,omnipath
4818,Serpinc1,F9,omnipath,omnipath
4819,Serpinc1,Gpc1,omnipath,omnipath
4820,Serpinc1,Lrp1,omnipath,omnipath
4821,Serpinc1,Sdc2,omnipath,omnipath
4822,Serpine1,F12,omnipath,omnipath
4823,Serpine1,Itgav,omnipath,omnipath
4824,Serpine1,Itgb5,omnipath,omnipath
4825,Serpine1,Lrp1,omnipath,omnipath
4826,Serpine1,Lrp2,omnipath,omnipath
4827,Serpine1,Plat,omnipath,omnipath
4828,Serpine1,Plau,omnipath,omnipath
4829,Serpine1,Plaur,omnipath,omnipath
4830,Serpine2,Lrp1,omnipath,omnipath
4831,Serpinf1,Lrp6,omnipath,omnipath
4832,Serpinf1,Plxdc1,omnipath,omnipath
4833,Serpinf1,Plxdc2,omnipath,omnipath
4834,Serping1,C1ra,omnipath,omnipath
4835,Serping1,C1rb,omnipath,omnipath
4836,Serping1,F12,omnipath,omnipath
4837,Serping1,Lrp1,omnipath,omnipath
4838,Serping1,Sele,omnipath,omnipath
4839,Serping1,Selp,omnipath,omnipath
4840,Sfrp1,Fzd2,omnipath,omnipath
4841,Sfrp1,Fzd6,omnipath,omnipath
4842,Sfrp2,Fzd5,omnipath,omnipath
4843,Sftpa1,Cd93,omnipath,omnipath
4844,Sftpa1,Tlr2,omnipath,omnipath
4845,Sftpd,Lair1,omnipath,omnipath
4846,Sftpd,Sirpa,omnipath,omnipath
4847,Sftpd,Tlr4,omnipath,omnipath
4848,Shbg,Cldn4,omnipath,omnipath
4849,Shbg,Cldn13,omnipath,omnipath
4850,Shbg,Gprc6a,omnipath,omnipath
4851,Shbg,Slc37a1,omnipath,omnipath
4852,Shh,Boc,omnipath,omnipath
4853,Shh,Cdon,omnipath,omnipath
4854,Shh,Hhip,omnipath,omnipath
4855,Shh,Lrp2,omnipath,omnipath
4856,Shh,Ptch1,omnipath,omnipath
4857,Shh,Ptch2,omnipath,omnipath
4858,Shh,Smo,omnipath,omnipath
4859,Shisa4,Fcgrt,nichenet_verschueren,nichenet_verschueren
4860,Siglec1,Cd47,nichenet_verschueren,nichenet_verschueren
4861,Siglec1,Ptprc,omnipath,omnipath
4862,Siglec1,Spn,omnipath,omnipath
4863,Siglec15,Cd33,omnipath,omnipath
4864,Siglec15,Fgfr4,nichenet_verschueren,nichenet_verschueren
4865,Siglec15,Lrrc4c,omnipath,omnipath
4866,Siglec15,Mag,omnipath,omnipath
4867,Siglec15,Siglecg,omnipath,omnipath
4868,Siglec15,Unc5d,omnipath,omnipath
4869,Siglece,Adgra2,omnipath,omnipath
4870,Siglece,Boc,omnipath,omnipath
4871,Siglece,Cd320,omnipath,omnipath
4872,Siglece,Cd33,omnipath,omnipath
4873,Siglece,Cd4,omnipath,omnipath
4874,Siglece,Cd6,nichenet_verschueren,nichenet_verschueren
4875,Siglece,Ifngr1,omnipath,omnipath
4876,Siglece,Il1rapl1,nichenet_verschueren,nichenet_verschueren
4877,Siglece,Il1rl1,omnipath,omnipath
4878,Siglece,Il4ra,nichenet_verschueren,nichenet_verschueren
4879,Siglece,AU040320,omnipath,omnipath
4880,Siglece,Lrfn2,omnipath,omnipath
4881,Siglece,Lrp12,omnipath,omnipath
4882,Siglece,Lrrc4c,omnipath,omnipath
4883,Siglece,Mag,omnipath,omnipath
4884,Siglece,Muc1,omnipath,omnipath
4885,Siglece,Ncr1,nichenet_verschueren,nichenet_verschueren
4886,Siglece,Nrp2,nichenet_verschueren,nichenet_verschueren
4887,Siglece,Nrxn2,nichenet_verschueren,nichenet_verschueren
4888,Siglece,Ntng1,nichenet_verschueren,nichenet_verschueren
4889,Siglece,Ntrk3,nichenet_verschueren,nichenet_verschueren
4890,Siglece,Pcdhac1,omnipath,omnipath
4891,Siglece,Pcdhga7,omnipath,omnipath
4892,Siglece,Ptpro,nichenet_verschueren,nichenet_verschueren
4893,Siglece,Siglecg,omnipath,omnipath
4894,Siglece,Siglec15,omnipath,omnipath
4895,Siglece,Siglece,omnipath,omnipath
4896,Siglece,Siglecf,omnipath,omnipath
4897,Siglece,Siglecf,nichenet_verschueren,nichenet_verschueren
4898,Siglece,Siglece,nichenet_verschueren,nichenet_verschueren
4899,Siglece,Tex101,nichenet_verschueren,nichenet_verschueren
4900,Siglece,Timd4,omnipath,omnipath
4901,Siglece,Tnfrsf11b,omnipath,omnipath
4902,Siglecf,Cd33,omnipath,omnipath
4903,Siglecf,Cd4,nichenet_verschueren,nichenet_verschueren
4904,Siglecf,Cd6,nichenet_verschueren,nichenet_verschueren
4905,Siglecf,Il4ra,nichenet_verschueren,nichenet_verschueren
4906,Siglecf,AU040320,omnipath,omnipath
4907,Siglecf,Kir3dl2,omnipath,omnipath
4908,Siglecf,Kir3dl1,omnipath,omnipath
4909,Siglecf,Lrfn2,omnipath,omnipath
4910,Siglecf,Lrrc4c,omnipath,omnipath
4911,Siglecf,Mag,omnipath,omnipath
4912,Siglecf,Ncr1,omnipath,omnipath
4913,Siglecf,Ncr1,nichenet_verschueren,nichenet_verschueren
4914,Siglecf,Nrxn2,nichenet_verschueren,nichenet_verschueren
4915,Siglecf,Ntng1,nichenet_verschueren,nichenet_verschueren
4916,Siglecf,Ntrk3,nichenet_verschueren,nichenet_verschueren
4917,Siglecf,Pcdhga7,omnipath,omnipath
4918,Siglecf,Ptpro,nichenet_verschueren,nichenet_verschueren
4919,Siglecf,Siglecg,omnipath,omnipath
4920,Siglecf,Siglecf,nichenet_verschueren,nichenet_verschueren
4921,Siglecf,Siglece,nichenet_verschueren,nichenet_verschueren
4922,Siglecf,Siglece,omnipath,omnipath
4923,Siglecf,Tex101,nichenet_verschueren,nichenet_verschueren
4924,Siglech,Cd4,nichenet_verschueren,nichenet_verschueren
4925,Siglech,Kir3dl2,omnipath,omnipath
4926,Siglech,Kir3dl1,omnipath,omnipath
4927,Siglech,Ncr1,omnipath,omnipath
4928,Sirpa,Cd47,omnipath,omnipath
4929,Sirpa,Cd69,nichenet_verschueren,nichenet_verschueren
4930,Sirpa,Chl1,nichenet_verschueren,nichenet_verschueren
4931,Sirpa,Lrpap1,nichenet_verschueren,nichenet_verschueren
4932,Sirpa,Ptprd,nichenet_verschueren,nichenet_verschueren
4933,Sirpa,Tigit,omnipath,omnipath
4934,Sirpb1a,Cd47,omnipath,omnipath
4935,Sirpb1a,Ptprd,nichenet_verschueren,nichenet_verschueren
4936,Sirpb1b,Cd47,omnipath,omnipath
4937,Sirpb1b,Ptprd,nichenet_verschueren,nichenet_verschueren
4938,Sirpb1c,Cd47,omnipath,omnipath
4939,Sirpb1c,Ptprd,nichenet_verschueren,nichenet_verschueren
4940,Sis,Itgav,omnipath,omnipath
4941,Sis,Lrp1,omnipath,omnipath
4942,Sis,Pdgfra,omnipath,omnipath
4943,Sis,Pdgfrb,omnipath,omnipath
4944,Sis,S1pr1,omnipath,omnipath
4945,Slamf6,Havcr1,omnipath,omnipath
4946,Slamf6,Gm12169,omnipath,omnipath
4947,Slamf6,BC053393,omnipath,omnipath
4948,Slamf6,Timd2,omnipath,omnipath
4949,Slamf7,Slamf7,nichenet_verschueren,nichenet_verschueren
4950,Slc6a8,Lifr,omnipath,omnipath
4951,Slit1,Flrt3,omnipath,omnipath
4952,Slit1,Gpc1,omnipath,omnipath
4953,Slit1,Robo1,omnipath,omnipath
4954,Slit1,Robo2,omnipath,omnipath
4955,Slit1,Sdc1,omnipath,omnipath
4956,Slit2,Gpc1,omnipath,omnipath
4957,Slit2,Robo1,omnipath,omnipath
4958,Slit2,Robo2,omnipath,omnipath
4959,Slit2,Robo4,omnipath,omnipath
4960,Slit2,Sdc1,omnipath,omnipath
4961,Slit3,Robo1,omnipath,omnipath
4962,Slit3,Robo2,omnipath,omnipath
4963,Slit3,Robo4,omnipath,omnipath
4964,Slitrk1,Enpep,nichenet_verschueren,nichenet_verschueren
4965,Slitrk1,Ptprd,omnipath,omnipath
4966,Slitrk1,Ptprs,omnipath,omnipath
4967,Slitrk1,Tnfrsf11b,omnipath,omnipath
4968,Slitrk2,Ptprd,omnipath,omnipath
4969,Slitrk2,Ptprs,omnipath,omnipath
4970,Slitrk3,Ptprd,omnipath,omnipath
4971,Slitrk3,Ptprs,omnipath,omnipath
4972,Slitrk4,Ptprd,nichenet_verschueren,nichenet_verschueren
4973,Slitrk4,Ptprs,nichenet_verschueren,nichenet_verschueren
4974,Slitrk5,Ptprd,omnipath,omnipath
4975,Slitrk6,Ptprd,nichenet_verschueren,nichenet_verschueren
4976,Slitrk6,Ptprs,omnipath,omnipath
4977,Slpi,Cd4,omnipath,omnipath
4978,Slpi,Plscr4,omnipath,omnipath
4979,Slurp1,Chrna10,omnipath,omnipath
4980,Slurp1,Chrna3,omnipath,omnipath
4981,Slurp1,Chrna4,omnipath,omnipath
4982,Slurp1,Chrna7,omnipath,omnipath
