dataset,platform,tool,parameter,best_value,metric_name
SD26,visium,scSLAT,pcs,10,clc
SD26,visium,Spateo_NR,knn,10,moran_I
SD26,visium,Spateo_NR,pcs,200,moran_I
SD26,visium,STalign,knn,30,moran_I
SD27,visium,STAGATE,knn,5,ari
SD27,visium,DeepST,knn,10,ari
SD27,visium,DeepST,pcs,200,ari
SD27,visium,STG3Net,knn,30,ari
SD27,visium,STG3Net,pcs,20,ari
SD27,visium,spatiAlign,knn,10,ari
SD27,visium,SEDR,knn,30,ari
SD27,visium,SEDR,pcs,20,ari
SD27,visium,CellCharter,knn,15,ari
SD27,visium,BANKSY,knn,20,ari
SD27,visium,SpaDo,knn,15,ari
SD27,visium,STAMP,knn,30,ari
SD27,visium,spCLUE,knn,10,ari
SD27,visium,spCLUE,pcs,100,ari
SD27,visium,stClinic,knn,5,ari
SD27,visium,stClinic,pcs,200,ari
SD27,visium,stMSA,knn,5,ari
SD27,visium,NicheCompass_batch,knn,30,ari
SD27,visium,STAligner,knn,5,ari
SD27,visium,SPIRAL,knn,5,ari
SD27,visium,SPACEL,knn,5,moran_I
SD27,visium,SANTO,knn,5,moran_I
SD27,visium,scSLAT,knn,30,clc
SD27,visium,scSLAT,pcs,10,clc
SD27,visium,Spateo_NR,knn,10,moran_I
SD27,visium,Spateo_NR,pcs,200,moran_I
SD27,visium,STalign,knn,30,moran_I
SD28,visium,STAGATE,knn,5,ari
SD28,visium,DeepST,knn,10,ari
SD28,visium,DeepST,pcs,200,ari
SD28,visium,STG3Net,knn,30,ari
SD28,visium,STG3Net,pcs,20,ari
SD28,visium,spatiAlign,knn,10,ari
SD28,visium,SEDR,knn,30,ari
SD28,visium,SEDR,pcs,20,ari
SD28,visium,CellCharter,knn,15,ari
SD28,visium,BANKSY,knn,20,ari
SD28,visium,SpaDo,knn,15,ari
SD28,visium,STAMP,knn,30,ari
SD28,visium,spCLUE,knn,10,ari
SD28,visium,spCLUE,pcs,100,ari
SD28,visium,stClinic,knn,5,ari
SD28,visium,stClinic,pcs,200,ari
SD28,visium,stMSA,knn,5,ari
SD28,visium,NicheCompass_batch,knn,30,ari
SD28,visium,STAligner,knn,5,ari
SD28,visium,SPIRAL,knn,5,ari
SD28,visium,SPACEL,knn,5,moran_I
SD28,visium,SANTO,knn,5,moran_I
SD28,visium,scSLAT,knn,30,clc
SD28,visium,scSLAT,pcs,10,clc
SD28,visium,Spateo_NR,knn,10,moran_I
SD28,visium,Spateo_NR,pcs,200,moran_I
SD28,visium,STalign,knn,30,moran_I
SD29,visium,STAGATE,knn,5,ari
SD29,visium,DeepST,knn,10,ari
SD29,visium,DeepST,pcs,200,ari
SD29,visium,STG3Net,knn,30,ari
SD29,visium,STG3Net,pcs,20,ari
SD29,visium,spatiAlign,knn,10,ari
SD29,visium,SEDR,knn,30,ari
SD29,visium,SEDR,pcs,20,ari
SD29,visium,CellCharter,knn,15,ari
SD29,visium,BANKSY,knn,20,ari
SD29,visium,SpaDo,knn,15,ari
SD29,visium,STAMP,knn,30,ari
SD29,visium,spCLUE,knn,10,ari
SD29,visium,spCLUE,pcs,100,ari
SD29,visium,stClinic,knn,5,ari
SD29,visium,stClinic,pcs,200,ari
SD29,visium,stMSA,knn,5,ari
SD29,visium,NicheCompass_batch,knn,30,ari
SD29,visium,STAligner,knn,5,ari
SD29,visium,SPIRAL,knn,5,ari
SD29,visium,SPACEL,knn,5,moran_I
SD29,visium,SANTO,knn,5,moran_I
SD29,visium,scSLAT,knn,30,clc
SD29,visium,scSLAT,pcs,10,clc
SD29,visium,Spateo_NR,knn,10,moran_I
SD29,visium,Spateo_NR,pcs,200,moran_I
SD29,visium,STalign,knn,30,moran_I
SD30,visium,STAGATE,knn,5,ari
SD30,visium,DeepST,knn,10,ari
SD30,visium,DeepST,pcs,200,ari
SD30,visium,STG3Net,knn,30,ari
SD30,visium,STG3Net,pcs,20,ari
SD30,visium,spatiAlign,knn,10,ari
SD30,visium,SEDR,knn,30,ari
SD30,visium,SEDR,pcs,20,ari
SD30,visium,CellCharter,knn,15,ari
SD30,visium,BANKSY,knn,20,ari
SD30,visium,SpaDo,knn,15,ari
SD30,visium,STAMP,knn,30,ari
SD30,visium,spCLUE,knn,10,ari
SD30,visium,spCLUE,pcs,100,ari
SD30,visium,stClinic,knn,5,ari
SD30,visium,stClinic,pcs,200,ari
SD30,visium,stMSA,knn,5,ari
SD30,visium,NicheCompass_batch,knn,30,ari
SD30,visium,STAligner,knn,5,ari
SD30,visium,SPIRAL,knn,5,ari
SD30,visium,SPACEL,knn,5,moran_I
SD30,visium,SANTO,knn,5,moran_I
SD30,visium,scSLAT,knn,30,clc
SD30,visium,scSLAT,pcs,10,clc
SD30,visium,Spateo_NR,knn,10,moran_I
SD30,visium,Spateo_NR,pcs,200,moran_I
SD30,visium,STalign,knn,30,moran_I
SD31,visium,STAGATE,knn,5,ari
SD31,visium,DeepST,knn,10,ari
SD31,visium,DeepST,pcs,200,ari
SD31,visium,STG3Net,knn,30,ari
SD31,visium,STG3Net,pcs,20,ari
SD31,visium,spatiAlign,knn,10,ari
SD31,visium,SEDR,knn,30,ari
SD31,visium,SEDR,pcs,20,ari
SD31,visium,CellCharter,knn,15,ari
SD31,visium,BANKSY,knn,20,ari
SD31,visium,SpaDo,knn,15,ari
SD31,visium,STAMP,knn,30,ari
SD31,visium,spCLUE,knn,10,ari
SD31,visium,spCLUE,pcs,100,ari
SD31,visium,stClinic,knn,5,ari
SD31,visium,stClinic,pcs,200,ari
SD31,visium,stMSA,knn,5,ari
SD31,visium,NicheCompass_batch,knn,30,ari
SD31,visium,STAligner,knn,5,ari
SD31,visium,SPIRAL,knn,5,ari
SD31,visium,SPACEL,knn,5,moran_I
SD31,visium,SANTO,knn,5,moran_I
SD31,visium,scSLAT,knn,30,clc
SD31,visium,scSLAT,pcs,10,clc
SD31,visium,Spateo_NR,knn,10,moran_I
SD31,visium,Spateo_NR,pcs,200,moran_I
SD31,visium,STalign,knn,30,moran_I
SD32,visium,STAGATE,knn,5,ari
SD32,visium,DeepST,knn,10,ari
SD32,visium,DeepST,pcs,200,ari
SD32,visium,STG3Net,knn,30,ari
SD32,visium,STG3Net,pcs,20,ari
SD32,visium,spatiAlign,knn,10,ari
SD32,visium,SEDR,knn,30,ari
SD32,visium,SEDR,pcs,20,ari
SD32,visium,CellCharter,knn,15,ari
SD32,visium,BANKSY,knn,20,ari
SD32,visium,SpaDo,knn,15,ari
SD32,visium,STAMP,knn,30,ari
SD32,visium,spCLUE,knn,10,ari
SD32,visium,spCLUE,pcs,100,ari
SD32,visium,stClinic,knn,5,ari
SD32,visium,stClinic,pcs,200,ari
SD32,visium,stMSA,knn,5,ari
SD32,visium,NicheCompass_batch,knn,30,ari
SD32,visium,STAligner,knn,5,ari
SD32,visium,SPIRAL,knn,5,ari
SD32,visium,SPACEL,knn,5,moran_I
SD32,visium,SANTO,knn,5,moran_I
SD32,visium,scSLAT,knn,30,clc
SD32,visium,scSLAT,pcs,10,clc
SD32,visium,Spateo_NR,knn,10,moran_I
SD32,visium,Spateo_NR,pcs,200,moran_I
SD32,visium,STalign,knn,30,moran_I
SD33,visium,STAGATE,knn,5,ari
SD33,visium,DeepST,knn,10,ari
SD33,visium,DeepST,pcs,200,ari
SD33,visium,STG3Net,knn,30,ari
SD33,visium,STG3Net,pcs,20,ari
SD33,visium,spatiAlign,knn,10,ari
SD33,visium,SEDR,knn,30,ari
SD33,visium,SEDR,pcs,20,ari
SD33,visium,CellCharter,knn,15,ari
SD33,visium,BANKSY,knn,20,ari
SD33,visium,SpaDo,knn,15,ari
SD33,visium,STAMP,knn,30,ari
SD33,visium,spCLUE,knn,10,ari
SD33,visium,spCLUE,pcs,100,ari
SD33,visium,stClinic,knn,5,ari
SD33,visium,stClinic,pcs,200,ari
SD33,visium,stMSA,knn,5,ari
SD33,visium,NicheCompass_batch,knn,30,ari
SD33,visium,STAligner,knn,5,ari
SD33,visium,SPIRAL,knn,5,ari
SD33,visium,SPACEL,knn,5,moran_I
SD33,visium,SANTO,knn,5,moran_I
SD33,visium,scSLAT,knn,30,clc
SD33,visium,scSLAT,pcs,10,clc
SD33,visium,Spateo_NR,knn,10,moran_I
SD33,visium,Spateo_NR,pcs,200,moran_I
SD33,visium,STalign,knn,30,moran_I
SD34,visium,STAGATE,knn,5,ari
SD34,visium,DeepST,knn,10,ari
SD34,visium,DeepST,pcs,200,ari
SD34,visium,STG3Net,knn,30,ari
SD34,visium,STG3Net,pcs,20,ari
SD34,visium,spatiAlign,knn,10,ari
SD34,visium,SEDR,knn,30,ari
SD34,visium,SEDR,pcs,20,ari
SD34,visium,CellCharter,knn,15,ari
SD34,visium,BANKSY,knn,20,ari
SD34,visium,SpaDo,knn,15,ari
SD34,visium,STAMP,knn,30,ari
SD34,visium,spCLUE,knn,10,ari
SD34,visium,spCLUE,pcs,100,ari
SD34,visium,stClinic,knn,5,ari
SD34,visium,stClinic,pcs,200,ari
SD34,visium,stMSA,knn,5,ari
SD34,visium,NicheCompass_batch,knn,30,ari
SD34,visium,STAligner,knn,5,ari
SD34,visium,SPIRAL,knn,5,ari
SD34,visium,SPACEL,knn,5,moran_I
SD34,visium,SANTO,knn,5,moran_I
SD34,visium,scSLAT,knn,30,clc
SD34,visium,scSLAT,pcs,10,clc
SD34,visium,Spateo_NR,knn,10,moran_I
SD34,visium,Spateo_NR,pcs,200,moran_I
SD34,visium,STalign,knn,30,moran_I
SD35,visium,STAGATE,knn,5,ari
SD35,visium,DeepST,knn,10,ari
SD35,visium,DeepST,pcs,200,ari
SD35,visium,STG3Net,knn,30,ari
SD35,visium,STG3Net,pcs,20,ari
SD35,visium,spatiAlign,knn,10,ari
SD35,visium,SEDR,knn,30,ari
SD35,visium,SEDR,pcs,20,ari
SD35,visium,CellCharter,knn,15,ari
SD35,visium,BANKSY,knn,20,ari
SD35,visium,SpaDo,knn,15,ari
SD35,visium,STAMP,knn,30,ari
SD35,visium,spCLUE,knn,10,ari
SD35,visium,spCLUE,pcs,100,ari
SD35,visium,stClinic,knn,5,ari
SD35,visium,stClinic,pcs,200,ari
SD35,visium,stMSA,knn,5,ari
SD35,visium,NicheCompass_batch,knn,30,ari
SD35,visium,STAligner,knn,5,ari
SD35,visium,SPIRAL,knn,5,ari
SD35,visium,SPACEL,knn,5,moran_I
SD35,visium,SANTO,knn,5,moran_I
SD35,visium,scSLAT,knn,30,clc
SD35,visium,scSLAT,pcs,10,clc
SD35,visium,Spateo_NR,knn,10,moran_I
SD35,visium,Spateo_NR,pcs,200,moran_I
SD35,visium,STalign,knn,30,moran_I
SD36,visium,STAGATE,knn,5,ari
SD36,visium,DeepST,knn,10,ari
SD36,visium,DeepST,pcs,200,ari
SD36,visium,STG3Net,knn,30,ari
SD36,visium,STG3Net,pcs,20,ari
SD36,visium,spatiAlign,knn,10,ari
SD36,visium,SEDR,knn,30,ari
SD36,visium,SEDR,pcs,20,ari
SD36,visium,CellCharter,knn,15,ari
SD36,visium,BANKSY,knn,20,ari
SD36,visium,SpaDo,knn,15,ari
SD36,visium,STAMP,knn,30,ari
SD36,visium,spCLUE,knn,10,ari
SD36,visium,spCLUE,pcs,100,ari
SD36,visium,stClinic,knn,5,ari
SD36,visium,stClinic,pcs,200,ari
SD36,visium,stMSA,knn,5,ari
SD36,visium,NicheCompass_batch,knn,30,ari
SD36,visium,STAligner,knn,5,ari
SD36,visium,SPIRAL,knn,5,ari
SD36,visium,SPACEL,knn,5,moran_I
SD36,visium,SANTO,knn,5,moran_I
SD36,visium,scSLAT,knn,30,clc
SD36,visium,scSLAT,pcs,10,clc
SD36,visium,Spateo_NR,knn,10,moran_I
SD36,visium,Spateo_NR,pcs,200,moran_I
SD36,visium,STalign,knn,30,moran_I
SD37,visium,STAGATE,knn,5,ari
SD37,visium,DeepST,knn,10,ari
SD37,visium,DeepST,pcs,200,ari
SD37,visium,STG3Net,knn,30,ari
SD37,visium,STG3Net,pcs,20,ari
SD37,visium,spatiAlign,knn,10,ari
SD37,visium,SEDR,knn,30,ari
SD37,visium,SEDR,pcs,20,ari
SD37,visium,CellCharter,knn,15,ari
SD37,visium,BANKSY,knn,20,ari
SD37,visium,SpaDo,knn,15,ari
SD37,visium,STAMP,knn,30,ari
SD37,visium,spCLUE,knn,10,ari
SD37,visium,spCLUE,pcs,100,ari
SD37,visium,stClinic,knn,5,ari
SD37,visium,stClinic,pcs,200,ari
SD37,visium,stMSA,knn,5,ari
SD37,visium,NicheCompass_batch,knn,30,ari
SD37,visium,STAligner,knn,5,ari
SD37,visium,SPIRAL,knn,5,ari
SD37,visium,SPACEL,knn,5,moran_I
SD37,visium,SANTO,knn,5,moran_I
SD37,visium,scSLAT,knn,30,clc
SD37,visium,scSLAT,pcs,10,clc
SD37,visium,Spateo_NR,knn,10,moran_I
SD37,visium,Spateo_NR,pcs,200,moran_I
SD37,visium,STalign,knn,30,moran_I
SD38,visium,STAGATE,knn,5,ari
SD38,visium,DeepST,knn,10,ari
SD38,visium,DeepST,pcs,200,ari
SD38,visium,STG3Net,knn,30,ari
SD38,visium,STG3Net,pcs,20,ari
SD38,visium,spatiAlign,knn,10,ari
SD38,visium,SEDR,knn,30,ari
SD38,visium,SEDR,pcs,20,ari
SD38,visium,CellCharter,knn,15,ari
SD38,visium,BANKSY,knn,20,ari
SD38,visium,SpaDo,knn,15,ari
SD38,visium,STAMP,knn,30,ari
SD38,visium,spCLUE,knn,10,ari
SD38,visium,spCLUE,pcs,100,ari
SD38,visium,stClinic,knn,5,ari
SD38,visium,stClinic,pcs,200,ari
SD38,visium,stMSA,knn,5,ari
SD38,visium,NicheCompass_batch,knn,30,ari
SD38,visium,STAligner,knn,5,ari
SD38,visium,SPIRAL,knn,5,ari
SD38,visium,SPACEL,knn,5,moran_I
SD38,visium,SANTO,knn,5,moran_I
SD38,visium,scSLAT,knn,30,clc
SD38,visium,scSLAT,pcs,10,clc
SD38,visium,Spateo_NR,knn,10,moran_I
SD38,visium,Spateo_NR,pcs,200,moran_I
SD38,visium,STalign,knn,30,moran_I
SD39,visium,STAGATE,knn,5,ari
SD39,visium,DeepST,knn,10,ari
SD39,visium,DeepST,pcs,200,ari
SD39,visium,STG3Net,knn,30,ari
SD39,visium,STG3Net,pcs,20,ari
SD39,visium,spatiAlign,knn,10,ari
SD39,visium,SEDR,knn,30,ari
SD39,visium,SEDR,pcs,20,ari
SD39,visium,CellCharter,knn,15,ari
SD39,visium,BANKSY,knn,20,ari
SD39,visium,SpaDo,knn,15,ari
SD39,visium,STAMP,knn,30,ari
SD39,visium,spCLUE,knn,10,ari
SD39,visium,spCLUE,pcs,100,ari
SD39,visium,stClinic,knn,5,ari
SD39,visium,stClinic,pcs,200,ari
SD39,visium,stMSA,knn,5,ari
SD39,visium,NicheCompass_batch,knn,30,ari
SD39,visium,STAligner,knn,5,ari
SD39,visium,SPIRAL,knn,5,ari
SD39,visium,SPACEL,knn,5,moran_I
SD39,visium,SANTO,knn,5,moran_I
SD39,visium,scSLAT,knn,30,clc
SD39,visium,scSLAT,pcs,10,clc
SD39,visium,Spateo_NR,knn,10,moran_I
SD39,visium,Spateo_NR,pcs,200,moran_I
SD39,visium,STalign,knn,30,moran_I
SD40,visium,STAGATE,knn,5,ari
SD40,visium,DeepST,knn,10,ari
SD40,visium,DeepST,pcs,200,ari
SD40,visium,STG3Net,knn,30,ari
SD40,visium,STG3Net,pcs,20,ari
SD40,visium,spatiAlign,knn,10,ari
SD40,visium,SEDR,knn,30,ari
SD40,visium,SEDR,pcs,20,ari
SD40,visium,CellCharter,knn,15,ari
SD40,visium,BANKSY,knn,20,ari
SD40,visium,SpaDo,knn,15,ari
SD40,visium,STAMP,knn,30,ari
SD40,visium,spCLUE,knn,10,ari
SD40,visium,spCLUE,pcs,100,ari
SD40,visium,stClinic,knn,5,ari
SD40,visium,stClinic,pcs,200,ari
SD40,visium,stMSA,knn,5,ari
SD40,visium,NicheCompass_batch,knn,30,ari
SD40,visium,STAligner,knn,5,ari
SD40,visium,SPIRAL,knn,5,ari
SD40,visium,SPACEL,knn,5,moran_I
SD40,visium,SANTO,knn,5,moran_I
SD40,visium,scSLAT,knn,30,clc
SD40,visium,scSLAT,pcs,10,clc
SD40,visium,Spateo_NR,knn,10,moran_I
SD40,visium,Spateo_NR,pcs,200,moran_I
SD40,visium,STalign,knn,30,moran_I
SD41,visium,STAGATE,knn,5,ari
SD41,visium,DeepST,knn,10,ari
SD41,visium,DeepST,pcs,200,ari
SD41,visium,STG3Net,knn,30,ari
SD41,visium,STG3Net,pcs,20,ari
SD41,visium,spatiAlign,knn,10,ari
SD41,visium,SEDR,knn,30,ari
SD41,visium,SEDR,pcs,20,ari
SD41,visium,CellCharter,knn,15,ari
SD41,visium,BANKSY,knn,20,ari
SD41,visium,SpaDo,knn,15,ari
SD41,visium,STAMP,knn,30,ari
SD41,visium,spCLUE,knn,10,ari
SD41,visium,spCLUE,pcs,100,ari
SD41,visium,stClinic,knn,5,ari
SD41,visium,stClinic,pcs,200,ari
SD41,visium,stMSA,knn,5,ari
SD41,visium,NicheCompass_batch,knn,30,ari
SD41,visium,STAligner,knn,5,ari
SD41,visium,SPIRAL,knn,5,ari
SD41,visium,SPACEL,knn,5,moran_I
SD41,visium,SANTO,knn,5,moran_I
SD41,visium,scSLAT,knn,30,clc
SD41,visium,scSLAT,pcs,10,clc
SD41,visium,Spateo_NR,knn,10,moran_I
SD41,visium,Spateo_NR,pcs,200,moran_I
SD41,visium,STalign,knn,30,moran_I
SD42,visium,STAGATE,knn,5,ari
SD42,visium,DeepST,knn,10,ari
SD42,visium,DeepST,pcs,200,ari
SD42,visium,STG3Net,knn,30,ari
SD42,visium,STG3Net,pcs,20,ari
SD42,visium,spatiAlign,knn,10,ari
SD42,visium,SEDR,knn,30,ari
SD42,visium,SEDR,pcs,20,ari
SD42,visium,CellCharter,knn,15,ari
SD42,visium,BANKSY,knn,20,ari
SD42,visium,SpaDo,knn,15,ari
SD42,visium,STAMP,knn,30,ari
SD42,visium,spCLUE,knn,10,ari
SD42,visium,spCLUE,pcs,100,ari
SD42,visium,stClinic,knn,5,ari
SD42,visium,stClinic,pcs,200,ari
SD42,visium,stMSA,knn,5,ari
SD42,visium,NicheCompass_batch,knn,30,ari
SD42,visium,STAligner,knn,5,ari
SD42,visium,SPIRAL,knn,5,ari
SD42,visium,SPACEL,knn,5,moran_I
SD42,visium,SANTO,knn,5,moran_I
SD42,visium,scSLAT,knn,30,clc
SD42,visium,scSLAT,pcs,10,clc
SD42,visium,Spateo_NR,knn,10,moran_I
SD42,visium,Spateo_NR,pcs,200,moran_I
SD42,visium,STalign,knn,30,moran_I
SD43,visium,STAGATE,knn,5,ari
SD43,visium,DeepST,knn,10,ari
SD43,visium,DeepST,pcs,200,ari
SD43,visium,STG3Net,knn,30,ari
SD43,visium,STG3Net,pcs,20,ari
SD43,visium,spatiAlign,knn,10,ari
SD43,visium,SEDR,knn,30,ari
SD43,visium,SEDR,pcs,20,ari
SD43,visium,CellCharter,knn,15,ari
SD43,visium,BANKSY,knn,20,ari
SD43,visium,SpaDo,knn,15,ari
SD43,visium,STAMP,knn,30,ari
SD43,visium,spCLUE,knn,10,ari
SD43,visium,spCLUE,pcs,100,ari
SD43,visium,stClinic,knn,5,ari
SD43,visium,stClinic,pcs,200,ari
SD43,visium,stMSA,knn,5,ari
SD43,visium,NicheCompass_batch,knn,30,ari
SD43,visium,STAligner,knn,5,ari
SD43,visium,SPIRAL,knn,5,ari
SD43,visium,SPACEL,knn,5,moran_I
SD43,visium,SANTO,knn,5,moran_I
SD43,visium,scSLAT,knn,30,clc
SD43,visium,scSLAT,pcs,10,clc
SD43,visium,Spateo_NR,knn,10,moran_I
SD43,visium,Spateo_NR,pcs,200,moran_I
SD43,visium,STalign,knn,30,moran_I
SD44,visium,STAGATE,knn,5,ari
SD44,visium,DeepST,knn,10,ari
SD44,visium,DeepST,pcs,200,ari
SD44,visium,STG3Net,knn,30,ari
SD44,visium,STG3Net,pcs,20,ari
SD44,visium,spatiAlign,knn,10,ari
SD44,visium,SEDR,knn,30,ari
SD44,visium,SEDR,pcs,20,ari
SD44,visium,CellCharter,knn,15,ari
SD44,visium,BANKSY,knn,20,ari
SD44,visium,SpaDo,knn,15,ari
SD44,visium,STAMP,knn,30,ari
SD44,visium,spCLUE,knn,10,ari
SD44,visium,spCLUE,pcs,100,ari
SD44,visium,stClinic,knn,5,ari
SD44,visium,stClinic,pcs,200,ari
SD44,visium,stMSA,knn,5,ari
SD44,visium,NicheCompass_batch,knn,30,ari
SD44,visium,STAligner,knn,5,ari
SD44,visium,SPIRAL,knn,5,ari
SD44,visium,SPACEL,knn,5,moran_I
SD44,visium,SANTO,knn,5,moran_I
SD44,visium,scSLAT,knn,30,clc
SD44,visium,scSLAT,pcs,10,clc
SD44,visium,Spateo_NR,knn,10,moran_I
SD44,visium,Spateo_NR,pcs,200,moran_I
SD44,visium,STalign,knn,30,moran_I
SD45,visium,STAGATE,knn,5,ari
SD45,visium,DeepST,knn,10,ari
SD45,visium,DeepST,pcs,200,ari
SD45,visium,STG3Net,knn,30,ari
SD45,visium,STG3Net,pcs,20,ari
SD45,visium,spatiAlign,knn,10,ari
SD45,visium,SEDR,knn,30,ari
SD45,visium,SEDR,pcs,20,ari
SD45,visium,CellCharter,knn,15,ari
SD45,visium,BANKSY,knn,20,ari
SD45,visium,SpaDo,knn,15,ari
SD45,visium,STAMP,knn,30,ari
SD45,visium,spCLUE,knn,10,ari
SD45,visium,spCLUE,pcs,100,ari
SD45,visium,stClinic,knn,5,ari
SD45,visium,stClinic,pcs,200,ari
SD45,visium,stMSA,knn,5,ari
SD45,visium,NicheCompass_batch,knn,30,ari
SD45,visium,STAligner,knn,5,ari
SD45,visium,SPIRAL,knn,5,ari
SD45,visium,SPACEL,knn,5,moran_I
SD45,visium,SANTO,knn,5,moran_I
SD45,visium,scSLAT,knn,30,clc
SD45,visium,scSLAT,pcs,10,clc
SD45,visium,Spateo_NR,knn,10,moran_I
SD45,visium,Spateo_NR,pcs,200,moran_I
SD45,visium,STalign,knn,30,moran_I
SD46,visium,STAGATE,knn,5,ari
SD46,visium,DeepST,knn,10,ari
SD46,visium,DeepST,pcs,200,ari
SD46,visium,STG3Net,knn,30,ari
SD46,visium,STG3Net,pcs,20,ari
SD46,visium,spatiAlign,knn,10,ari
SD46,visium,SEDR,knn,30,ari
SD46,visium,SEDR,pcs,20,ari
SD46,visium,CellCharter,knn,15,ari
SD46,visium,BANKSY,knn,20,ari
SD46,visium,SpaDo,knn,15,ari
SD46,visium,STAMP,knn,30,ari
SD46,visium,spCLUE,knn,10,ari
SD46,visium,spCLUE,pcs,100,ari
SD46,visium,stClinic,knn,5,ari
SD46,visium,stClinic,pcs,200,ari
SD46,visium,stMSA,knn,5,ari
SD46,visium,NicheCompass_batch,knn,30,ari
SD46,visium,STAligner,knn,5,ari
SD46,visium,SPIRAL,knn,5,ari
SD46,visium,SPACEL,knn,5,moran_I
SD46,visium,SANTO,knn,5,moran_I
SD46,visium,scSLAT,knn,30,clc
SD46,visium,scSLAT,pcs,10,clc
SD46,visium,Spateo_NR,knn,10,moran_I
SD46,visium,Spateo_NR,pcs,200,moran_I
SD46,visium,STalign,knn,30,moran_I
SD47,visium,STAGATE,knn,5,ari
SD47,visium,DeepST,knn,10,ari
SD47,visium,DeepST,pcs,200,ari
SD47,visium,STG3Net,knn,30,ari
SD47,visium,STG3Net,pcs,20,ari
SD47,visium,spatiAlign,knn,10,ari
SD47,visium,SEDR,knn,30,ari
SD47,visium,SEDR,pcs,20,ari
SD47,visium,CellCharter,knn,15,ari
SD47,visium,BANKSY,knn,20,ari
SD47,visium,SpaDo,knn,15,ari
SD47,visium,STAMP,knn,30,ari
SD47,visium,spCLUE,knn,10,ari
SD47,visium,spCLUE,pcs,100,ari
SD47,visium,stClinic,knn,5,ari
SD47,visium,stClinic,pcs,200,ari
SD47,visium,stMSA,knn,5,ari
SD47,visium,NicheCompass_batch,knn,30,ari
SD47,visium,STAligner,knn,5,ari
SD47,visium,SPIRAL,knn,5,ari
SD47,visium,SPACEL,knn,5,moran_I
SD47,visium,SANTO,knn,5,moran_I
SD47,visium,scSLAT,knn,30,clc
SD47,visium,scSLAT,pcs,10,clc
SD47,visium,Spateo_NR,knn,10,moran_I
SD47,visium,Spateo_NR,pcs,200,moran_I
SD47,visium,STalign,knn,30,moran_I
SD48,visium,STAGATE,knn,5,ari
SD48,visium,DeepST,knn,10,ari
SD48,visium,DeepST,pcs,200,ari
SD48,visium,STG3Net,knn,30,ari
SD48,visium,STG3Net,pcs,20,ari
SD48,visium,spatiAlign,knn,10,ari
SD48,visium,SEDR,knn,30,ari
SD48,visium,SEDR,pcs,20,ari
SD48,visium,CellCharter,knn,15,ari
SD48,visium,BANKSY,knn,20,ari
SD48,visium,SpaDo,knn,15,ari
SD48,visium,STAMP,knn,30,ari
SD48,visium,spCLUE,knn,10,ari
SD48,visium,spCLUE,pcs,100,ari
SD48,visium,stClinic,knn,5,ari
SD48,visium,stClinic,pcs,200,ari
SD48,visium,stMSA,knn,5,ari
SD48,visium,NicheCompass_batch,knn,30,ari
SD48,visium,STAligner,knn,5,ari
SD48,visium,SPIRAL,knn,5,ari
SD48,visium,SPACEL,knn,5,moran_I
SD48,visium,SANTO,knn,5,moran_I
SD48,visium,scSLAT,knn,30,clc
SD48,visium,scSLAT,pcs,10,clc
SD48,visium,Spateo_NR,knn,10,moran_I
SD48,visium,Spateo_NR,pcs,200,moran_I
SD48,visium,STalign,knn,30,moran_I
SD49,visium,STAGATE,knn,5,ari
SD49,visium,DeepST,knn,10,ari
SD49,visium,DeepST,pcs,200,ari
SD49,visium,STG3Net,knn,30,ari
SD49,visium,STG3Net,pcs,20,ari
SD49,visium,spatiAlign,knn,10,ari
SD49,visium,SEDR,knn,30,ari
SD49,visium,SEDR,pcs,20,ari
SD49,visium,CellCharter,knn,15,ari
SD49,visium,BANKSY,knn,20,ari
SD49,visium,SpaDo,knn,15,ari
SD49,visium,STAMP,knn,30,ari
SD49,visium,spCLUE,knn,10,ari
SD49,visium,spCLUE,pcs,100,ari
SD49,visium,stClinic,knn,5,ari
SD49,visium,stClinic,pcs,200,ari
SD49,visium,stMSA,knn,5,ari
SD49,visium,NicheCompass_batch,knn,30,ari
SD49,visium,STAligner,knn,5,ari
SD49,visium,SPIRAL,knn,5,ari
SD49,visium,SPACEL,knn,5,moran_I
SD49,visium,SANTO,knn,5,moran_I
SD49,visium,scSLAT,knn,30,clc
SD49,visium,scSLAT,pcs,10,clc
SD49,visium,Spateo_NR,knn,10,moran_I
SD49,visium,Spateo_NR,pcs,200,moran_I
SD49,visium,STalign,knn,30,moran_I
SD50,visium,STAGATE,knn,5,ari
SD50,visium,DeepST,knn,10,ari
SD50,visium,DeepST,pcs,200,ari
SD50,visium,STG3Net,knn,30,ari
SD50,visium,STG3Net,pcs,20,ari
SD50,visium,spatiAlign,knn,10,ari
SD50,visium,SEDR,knn,30,ari
SD50,visium,SEDR,pcs,20,ari
SD50,visium,CellCharter,knn,15,ari
SD50,visium,BANKSY,knn,20,ari
SD50,visium,SpaDo,knn,15,ari
SD50,visium,STAMP,knn,30,ari
SD50,visium,spCLUE,knn,10,ari
SD50,visium,spCLUE,pcs,100,ari
SD50,visium,stClinic,knn,5,ari
SD50,visium,stClinic,pcs,200,ari
SD50,visium,stMSA,knn,5,ari
SD50,visium,NicheCompass_batch,knn,30,ari
SD50,visium,STAligner,knn,5,ari
SD50,visium,SPIRAL,knn,5,ari
SD50,visium,SPACEL,knn,5,moran_I
SD50,visium,SANTO,knn,5,moran_I
SD50,visium,scSLAT,knn,30,clc
